title,author,musicType
Reflection-花木兰主题曲-Disney迪士尼伴你入睡,Lea Salonga,影视
The Loneliest-Måneskin,Måneskin,流行
坦克大战 Battle City 经典FC游戏BGM,Namco,其他
The Second Star to the Right-小飞侠主题曲-Disney迪士尼伴你入睡,Sammy Fain,影视
Winnie The Pooh Theme Song-小熊维尼主题曲-Disney迪士尼伴你入睡,Robert B. Sherman,影视
飞跃海洋-Beyond the Sea-海底总动员主题曲-Disney迪士尼伴你入睡,Robbie Williams,影视
陪你度过漫长岁月-C调简单版,陈奕迅,影视
Bella Notte-简单版-小姐与流氓主题曲-Disney迪士尼伴你入睡,George Givot,影视
Fly to Your Heart-C调简单版-奇妙仙子-Disney迪士尼伴你入睡,Selena Gomez,影视
Le Festin-美食总动员主题曲-Disney迪士尼伴你入睡,Camille,影视
Ratatouille Main Theme-美食总动员主题旋律-Disney迪士尼伴你入睡,Michael Giacchino,影视
可能-可能是月亮不会眨眼星星不会说话-抖音,李怡然同学,流行
霜降-二十四节气,音阙诗听,流行
小鹿小鹿-Little Deer,龚耀年,儿歌
拔萝卜-Pulling out the Turnips,龚耀年,儿歌
摇橹-Sculling,龚耀年,儿歌
Baby Shark-鲨鱼宝宝-四手联弹版,碰碰狐,儿歌
Feed the Birds-欢乐满人间-Disney迪士尼伴你入睡,Julie Andrews,影视
If I Can Dream-Elvis Presley,Elvis Presley,流行
梦一场-原调完整版,那英,流行
蒙古小夜曲-Mongolian Serenade,龚耀年,民乐
小白菜-Little Cabbage,龚耀年,民乐
想いの寄り方は不均一-思念隔山海-Here With You-未来日记,加藤达也,动漫
托卡塔曲-Toccata-d小调触技曲与赋格 BWV 565,巴赫,经典
我曾遇到一束光-抖音热歌,叶斯淳,流行
心中想的还是他-虹猫蓝兔七侠传ED,禹丁洁,动漫
河边对唱-Antiphony on the Riverside,龚耀年,民乐
阿西里西-A Xi Li Xi,龚耀年,民乐
Halloween Theme-万圣节主题曲-月光光心慌慌,John Carpenter,影视
爱是无畏的冒险-简单版-无所畏惧的冒险 多想在你的身边,程今,流行
原谅我一次-欢子,欢子,流行
值得-烟嗓版-简单版-我们的故事爱就爱到值得 错也错的值得,半吨兄弟,流行
齐来崇拜歌-O Come All Ye Faithful-Adeste Fideles-基督圣歌,John Francis Wade,经典
耶稣世人仰望的喜悦-Jesu Joy of Mans Desiring,巴赫,经典
秧歌-Yanko,龚耀年,民乐
勇敢的鄂伦春-The Brave Oroqen,龚耀年,民乐
花香-带前奏,周传雄,影视
墨尔本的秋天-简单完整版-我一个人走过 墨尔本的秋天,傅锵锵,流行
Turning Page-暮光之城4破晓上OST,Sleeping at Last,影视
红莲华-紅蓮華-超级简单版,LiSA,动漫
海阔天空-完美版,Beyond,流行
水星记-简单版,郭顶,流行
能不能-简单版-能不能靠近我别害怕炽热,吴映香,流行
刮地风-Sweeping Wind,龚耀年,民乐
Bluebird-沉睡的人鱼之家OST-Alexis Ffrench,Alexis Ffrench,影视
致爱丽丝-超简单版-献给爱丽丝-Für Elise,贝多芬,经典
My Friend-マイ フレンド-超还原版-灌篮高手ED,Zard,动漫
Wii Sports Theme-Wii运动主题曲,户高一生,轻音乐
寻找阿兰,刘建业,流行
这世界那么多人-完美好听版,莫文蔚,影视
How Do I Say Goodbye-Dean Lewis,Dean Lewis,流行
Lift Me Up-黑豹2瓦坎达万岁ED,Rihanna,影视
如愿-完美好听版,王菲,影视
娃哈哈-Wa-ha-ha,龚耀年,民乐
3509-原创音乐,酒神,原创
Lionheart Fearless-Joel Corry ft Tom Grennan,Joel Corry,流行
Love Theme-小濑村晶,小濑村晶,轻音乐
Miss You-Oliver Tree ft Robin Schulz,Oliver Tree,流行
偏爱-完美弹唱版,张芸京,影视
晚风告白-简单完整版-我遇见很多人却只想和你慢慢周旋,星野,流行
A Promise Between Warriors-冰海战记OST,山田丰,动漫
Im Still Standing-Elton John,Elton John,流行
Light Dance-光之舞-小濑村晶,小濑村晶,轻音乐
Sin Ti No Soy Nada-Amaral,Amaral,流行
你笑起来真好看-C调极简版,李昕融,流行
若把你-若把你比作歌你便是那高山流水-抖音,Kirsty刘瑾睿,流行
Greensleeves-绿袖子-C调简单版,亨利八世,民乐
Snowman-简单好听版-圣诞歌曲,Sia,流行
We Wish You A Merry Christmas-超级简单版-初学者专用,英国童声合唱团 ,流行
Promise With You-弹唱谱,小濑村晶,轻音乐
小蚂蚁-儿歌,刘建业,儿歌
Let It Snow Let It Snow Let It Snow-简单版-圣诞歌曲,Jule Styne,流行
Somewhere In My Memory-小鬼当家OST-圣诞歌曲,John Williams,影视
White Christmas-简单版-圣诞歌曲,Irving Berlin,影视
Beyond The Sea-爵士版-飞跃海洋-海底总动员,Robbie Williams,影视
岁月神偷-完整好听版,金玟岐,流行
萱草花-C调极简版,张小斐,影视
The Little Drummer Boy-Carol of the Drum-简单版-圣诞歌曲,Katherine Kennicott Davis,流行
Snowy-Undertale-传说之下,Toby Fox,轻音乐
WDIA Would Do It Again,Duncan Laurence,流行
命运交响曲-简单版-c小调第五交响曲,贝多芬,经典
Seren a Mor-星与海-原创音乐,燃烧的音符,原创
Happy New Year-简单版-新年快乐-ABBA,ABBA,流行
Sweet Caroline-简单版-Neil Diamond,Neil Diamond,流行
Mary On A Cross-Ghost,Ghost,流行
弦子舞曲-Dance to the Xian-zi,龚耀年,民乐
春天就是童话,刘建业,原创
人生的旋转木马-极简版,久石让,动漫
他不懂-弹唱版,张杰,流行
小小黄鹂鸟-Little Oriole,龚耀年,民乐
Deck The Halls-钢琴独奏版-圣诞颂歌,Thomas Oliphant,流行
Jane Maryam-简单版-Evgeny Grinko,Evgeny Grinko,流行
Winter Wonderland-简单版-Felix Bernard,Felix Bernard,流行
风之甬道-极简版-風のとおり道,久石让,动漫
秋日私语-原调简单版,理查德·克莱德曼,经典
This Is Halloween-超简版,Danny Elfman,影视
I Will Be Home for Christmas-超简版-圣诞歌曲,Bing Crosby,流行
O Come O Come Emmanuel-以马内利恳求降临-基督教圣歌,John Mason Neale,流行
虫儿飞-C调简单版,郑伊健,影视
人生のメリーゴーランド-人生的旋转木马-好听版,久石让,动漫
谁的生活不是鸡零狗碎-简单版,李认针,流行
牛犁歌-Song of the Plough,龚耀年,民乐
Chim Chim Cher-ee-欢乐满人间OST-迪士尼,Dick Van Dyke,影视
Snowdin Town-Undertale-传说之下,Toby Fox,轻音乐
God Rest You Merry Gentlemen-简单版-圣诞颂歌,Edison Records,流行
The Rain-C调简单版-菊次郎的夏天OST,久石让,影视
玫瑰少年-C调简单版,五月天,流行
Snow-Buried Tales-雪掩的往事-原神龙脊雪山BGM,陈致逸,轻音乐
Snow Hey Oh-Red Hot Chili Peppers,Red Hot Chili Peppers,流行
What a Friend We Have in Jesus-简单版-恩友歌,Charles C. Converse,流行
鸽子-徐秉龙,徐秉龙,流行
Runaway-完美版-Aurora,Aurora,流行
一路生花-完美好听版,温奕心,流行
Baby Its Cold Outside-洛水神仙OST-圣诞歌曲,Frank Loesser,影视
I Want a Hippopotamus for Christmas-圣诞歌曲,Gayla Peevey,流行
Mary Did You Know-C调简单版-圣诞歌曲,Mark Lowry,流行
Tukoh Taka-2022年卡塔尔世界杯神曲-嘟咕嘟咕哒嘎嘟咕嘟哒哒,Nicki Minaj,流行
はつ恋-适中好听版,久石让,影视
你若成风-多风格版,许嵩,流行
So This Is Christmas-圣诞歌曲,John Lennon,流行
The Christmas Waltz-简单版-圣诞歌曲,Frank Sinatra,流行
Highland Cathedral-高地大教堂,Ulrich Roever,流行
十年-完整好听版,陈奕迅,流行
Light The Sky-2022年卡塔尔世界杯主题曲,Balqees,流行
Nearer My God to Thee-与主更亲近,Sarah Flower Adams,流行
Snow Flower,V,流行
Spring Will Come When the Snow Melts Away-水果篮子OST,横山克,动漫
Arhbo-多哈欢迎你-2022卡塔尔世界杯主题曲,Gims,流行
暗香-还原弹唱版-金粉世家主题歌,沙宝亮,影视
A Whole New World-适中版-新的世界,Alan Menken,影视
Love Story-理查德克莱德曼,理查德·克莱德曼,经典
Nothing Else Matters-完整版,Metallica,流行
枫-C调简单版-周杰伦,周杰伦,流行
秋日私语-C调简单完整版,理查德·克莱德曼,经典
Can You Feel The Love Tonight-C调超简单版,Elton John,影视
Davy Jones-戴维琼斯之曲-加勒比海盗2聚魂棺OST,Hans Zimmer,影视
Hes A Pirate-简单版,Klaus Badelt,影视
摄魂魄-仙剑奇侠传七,曾志豪,轻音乐
大梦的曲调-原神,陈致逸,轻音乐
淡紫色的花束-A Lombre Des Glycines,理查德·克莱德曼,经典
风吹竹叶-Bamboo Leaves in the Wind,龚耀年,民乐
吹芦笙-Playing the Reed Pipe,龚耀年,民乐
头脑特工队主题曲-Inside Out Main Theme-简单版-迪士尼,Michael Giacchino,影视
Never Gonna Give You Up-永不放弃你,Rick Astley,流行
Beauty and the Beast-Tale as Old as Time-简单版,Alan Menken,影视
可惜没如果-C调简单版,林俊杰,流行
桥边姑娘-C调简单版,海伦,流行
瑟鲁之歌-テルーの呗,手嶌葵,动漫
All Of Me-简单完整版,John Legend,流行
Colors of the Wind-C调简单版-迪士尼,Alan Menken,影视
Under The Sea-简单版,Alan Menken,影视
经年-卿卿日常片尾曲,希林娜依·高,影视
兔子舞-Penguins Game,GELATO,流行
Be Prepared-狮子王OST,Elton John,影视
Cruella De Vil-101斑点狗OST,Mel Leven,影视
Once Upon A Dream-简单版-初学者专用,Sammy Fain,影视
大鱼-新手入门版,周深,影视
人生的旋转木马-爵士版,久石让,影视
我只在乎你-简单好听版,邓丽君,流行
无锡景-Scenery of Wuxi,龚耀年,民乐
都达尔和玛丽亚-Duda er and Maliya,龚耀年,民乐
I Wont Say Im in Love-大力士OST-迪士尼,Alan Menken,影视
Show Yourself-简单版-迪士尼,Idina Menzel,影视
You Will Be in My Heart-C调简单版-泰山主题曲-迪士尼,Phil Collins,影视
The Rain-完整好听版,久石让,影视
江南-C调简单版,林俊杰,流行
I See The Light-C调简单版,Alan Menken,影视
This Land-狮子王OST,Hans Zimmer,影视
Up Is Down-加勒比海盜3世界的尽头OST,Hans Zimmer,影视
We Will Rock You-我们将震撼全场-1994年美国世界杯主题曲,皇后乐队,流行
反方向的钟-周杰伦,周杰伦,流行
Everybody Wants to Be a Cat-猫儿历险记插曲,Floyd Huddleston,影视
Lava-C调简单版-岩浆主题曲,James Ford Murphy,影视
The Bells Of Notre Dame-钟楼怪人OST,Alan Menken,影视
幻昼-C调简单版-Illusionary Daytime,Shirfine,轻音乐
那些你很冒险的梦-C调简单版,林俊杰,流行
樱花树下的约定-激情版,旺仔小乔,流行
Boos Going Home-怪兽电力公司OST,Randy Newman,影视
Bundle of Joy-头脑特工队OST,Michael Giacchino,影视
革表紙-书虫公主ED,伊东歌词太郎,动漫
背对背拥抱-柔情好听版,林俊杰,流行
所念皆星河-简单好听版,CMJ,轻音乐
桃园仙居-古剑奇谭二,骆集益,轻音乐
Ylang Ylang-FKJ,FKJ,轻音乐
青春コンプレックス-孤独摇滚OP,結束バンド,动漫
伴随着你-C调版-Carrying You-天空之城,久石让,影视
红尘客栈-完整好听版-周杰伦,周杰伦,流行
载酒行-古剑奇谭琴心剑魄今何在,骆集益,轻音乐
A Bela e a Fera-美女与野兽-Beauty and the Beast,Alan Menken,影视
Proud Corazon-寻梦环游记OST,Germaine Franco,影视
Touch the Sky-简单版-勇敢传说OST,Julie Fowlis,影视
我们的祖国是花园-Our Motherland Is a Garden,龚耀年,民乐
对花-Dui-Hua,龚耀年,民乐
风之甬道-好听版-龙猫,久石让,动漫
烟雨唱扬州-上错花轿嫁对郎ED,李殊,影视
Fly Me to the Moon-简单版,Bart Howard,流行
When Will My Life Begin-简单版-魔发奇缘OST,Mandy Moore,影视
等你下课-简单好听版-周杰伦,周杰伦,流行
你的酒馆对我打了烊-完整好听版,陈雪凝,流行
星语心愿-简单好听版,张柏芝,影视
一开始说陪你到老的人现在他还在吗-抖音热歌,于洋,流行
Lullaby-摇篮曲,龚耀年,民乐
茉莉花-Jasmine Flowers,龚耀年,民乐
槐花几时开-When Do the Pagoda Trees Blossom,龚耀年,民乐
Bards Adventure-诗人的工作-原神,陈致逸,轻音乐
Coconut Mall-马力欧卡丁车Wii-马里奥赛车Wii,太田明日香,轻音乐
Drivers License-Olivia Rodrigo,Olivia Rodrigo,流行
Unspoken-Elizabeth Naccarato,Elizabeth Naccarato,轻音乐
本草纲目-C调简单版,周杰伦,流行
夜的第七章-周杰伦,周杰伦,流行
十大姐-Ten Elder Sisters,龚耀年,民乐
在那遥远的地方-Over on a Remote Land,龚耀年,民乐
Hit the Road Jack-简单版,Ray Charles,流行
I Hear a Symphony-Cody Fry,Cody Fry,流行
The Winner Takes It All-简单版,ABBA,流行
情人咒-完美好听版,阿云嘎,影视
Pigstep-我的世界BGM-Minecraft BGM,Lena Raine,轻音乐
Reflections-日向敏文,日向敏文,轻音乐
Valse-Evgeny Grinko,Evgeny Grinko,轻音乐
兰亭序-C调简单完整版,周杰伦,流行
惊鸿一面-完整好听版,许嵩,流行
Wong Chia Chis Theme-王佳芝主题-色戒,Alexandre Desplat,影视
Avril 14th-Aphex Twin,Aphex Twin,轻音乐
Dire Dire Docks-超级马里奥64,近藤浩治,轻音乐
Gusty Garden Galaxy-风之花园银河-超级马里奥银河,横田真人,轻音乐
圣诞快乐劳伦斯先生-Merry Christmas Mr. Lawrence-C调版,坂本龙一,影视
从前说-完整好听版,小阿七,流行
枉凝眉-简单版,王立平,影视
草原新毡房-New Yurt on the Prairie,龚耀年,民乐
黑骏马-Black Steeds,龚耀年,民乐
Lavender Town-紫苑镇-宝可梦 红绿,增田顺一,轻音乐
Ocean Eyes-Billie Eilish,Billie Eilish,流行
Romantic Flight-驯龙高手OST,John Powell,影视
海鸥-逃跑计划,逃跑计划,流行
心墙-林俊杰,林俊杰,流行
紫竹调-Purple Bamboo Tune,龚耀年,民乐
丰收歌-Harvest Song,龚耀年,民乐
Clocks-简单完整版-Coldplay,Coldplay,流行
Spider Dance-Undertale-传说之下,Toby Fox,轻音乐
Succession Theme-继承之战主题曲-简单版,Nicholas Britell,影视
Toss a Coin to Your Witcher-猎魔人OST,Sonya Belousova,影视
红鼻子驯鹿鲁道夫-简单版-Rudolph the Red-Nosed Reindeer,Johnny Marks,经典
铃儿响叮当-四手联弹-Jingle Bells,James Lord Pierpont,经典
小城故事-简单版,邓丽君,流行
小河淌水-The Flowing Brook,龚耀年,民乐
月牙五更-Crescent in the Dawn,龚耀年,民乐
Black Catcher-黑色五叶草OP10,ビッケブランカ,动漫
Dirtmouth-空洞骑士BGM,Christopher Larkin,轻音乐
你的心河-River Flows In You-简单版,李闰珉,轻音乐
Spring Time-Yiruma,李闰珉,轻音乐
平安夜-柔情版-Silent Night,Franz Xaver Gruber,经典
圣诞结-C调简单版,陈奕迅,流行
Great Fairy Fountain-塞尔达传说BGM,近藤浩治,轻音乐
Haggstrom-我的世界-Minecraft,C418,轻音乐
Rex Incognito-尘世闲游-原神BGM,陈致逸,轻音乐
红鼻子驯鹿鲁道夫-好听版,Johnny Marks,经典
红色高跟鞋-完整版,蔡健雅,影视
Can-can-康康舞-天堂与地狱序曲,Jacques Offenbach,经典
Ditto-NewJeans,NewJeans,流行
Termination of Desires-何妄何执-原神,陈致逸,轻音乐
时光旅途-纯音乐-CMJ,CMJ,轻音乐
斯卡布罗集市-Scarborough Fair,Simon & Garfunkel,民乐
相思-西游记后传ED,毛阿敏,影视
献花-Presenting the Flowers,龚耀年,民乐
转圆圈-Turning Around,龚耀年,民乐
A Whiter Shade of Pale-C调简单版-苍白的浅影,Procol Harum,流行
Dancing in the Moonlight,Toploader,流行
In The Mood-Glenn Miller,Glenn Miller,流行
Somewhere Over the Rainbow,Israel Kamakawiwoʻole,流行
我还想她-原调还原版,林俊杰,影视
2613-原创钢琴曲,酒神,原创
鸟儿飞在蓝天上-Birds Flying in the Blue Sky,龚耀年,民乐
打猎归来-Return from Hunting,龚耀年,民乐
月光-Clair de lune-简单版,德彪西,经典
DUET-Omori BGM,Pedro Silva,轻音乐
While My Guitar Gently Weeps-当我的吉他轻轻地哭泣,The Beatles,流行
Worlds Smallest Violin-AJR,AJR,流行
爱的主打歌-萧亚轩,萧亚轩,流行
云村的烟花,邱有句,轻音乐
满野欢笑-Laughter All the Way,龚耀年,民乐
Arrival of the Birds,The Cinematic Orchestra,轻音乐
Heather-简单版-Conan Gray,Conan Gray,流行
I Wanted to Leave-SYML,SYML,轻音乐
Sleeping Lotus-睡莲-Joep Beving,Joep Beving,轻音乐
爱的主题-Love Theme From Tyura-San,理查德·克莱德曼,轻音乐
万蝶振翅-君有疾否OST,无,影视
我心永恒-新手简单版,Celine Dion,影视
Comfort Crowd-Conan Gray,Conan Gray,流行
Lookalike-Conan Gray,Conan Gray,流行
People Watching-简单版-Conan Gray,Conan Gray,流行
Dandelions-Ruth B,Ruth B,流行
桔树开花-Orange Trees Blossom,龚耀年,民乐
A大调圆舞曲-英皇钢琴考级曲目,阿雅德·吉林斯基斯,轻音乐
我爱你那么多-萧亚轩,萧亚轩,流行
The Nights-Avicii,Avicii,流行
Hero-Martin Garrix ft JVKE,Martin Garrix,流行
Never Gonna Not Dance Again-Pink,Pink,流行
Nothing Is Lost You Give Me Strength-阿凡达水之道OST,The Weeknd,影视
secret base 君がくれたもの-C调新手版,ZONE,动漫
ありがとう-泪的告白-完整版,KOKIA,流行
女儿情-简单好听版,吴静,影视
Made You Look-Meghan Trainor,Meghan Trainor,流行
Midnas Lament-塞尔达传说 黃昏公主BGM,近藤浩治,轻音乐
Pointless-Lewis Capaldi,Lewis Capaldi,流行
Pure Imagination-简单版-欢乐糖果屋OST,Gene Wilder,影视
Believe in you-Re 从零开始的异世界生活ED,nonoc,动漫
陪你度过漫长岁月-完整版,陈奕迅,影视
贡布箭歌-Aroow Song of Gonbu,龚耀年,民乐
